job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
92,Recruitment Consultant,"GB, , ",,17000-20000,"Change Automotive Recruitment was established in 1993, with the aim of supplying quality, talented individuals into the automotive industry.  Over the years, Change Automotive Recruitment has established a reputation for delivering best practice and a quality service within the retail, manufacturer and service sectors of the industry.  clients-change  Change Automotive Recruitment regional offices are run by industry experts. They have an unparalleled experience of the industry, at all levels and disciplines, and a thorough knowledge of the clients and the people within it.  All Change Automotive personnel are Institute of the Motor Industry members. Our regional Partners are all Fellows of the Institute – F.I.M.I. – and have substantive hands on experience at all levels within the Automotive Industry over many years.  Partners all offer advice and mentoring services to all Candidates and are able to, through careful and thorough analysis, suggest a “best way forward” in a Candidates career aspirations, goals and objectives.  Clients can be assured that they will receive the very best of service whilst attracting new staff. This will enable them to ensure business critical advantage as their team is enhanced.SpecialtiesRecruitment, Search &amp; Selection, Automotove expertise, Head Hunters, Dealership approved, #ChangeDirectory, Permanent placement specialists, Bodyshop, Sales, Service, Management specialist recruiters, Parts, Aftercare market","Are you looking to continue your Career working for a Boutique Agency who are located in Scarborough North Yorkshire.The Agency operates within the UK Automotive Market which is experiencing substantial growth and is forecasted to do so for the foreseeable future. The Partners are Industry expert and have been operating for many years, albeit within Search and selection. The time is now right to offer a Full Service Package.","You will be responsible for all aspects of the 360 degree Recruitment Consultant’s role, including:Business Development / B2B SalesInterviewing Candidates / Resourcing CV’sAdvertising / MarketingClient Management and MeetingsAccount ManagementFull Back Office support is provided, including:TrainingJob Board AccessInvoicingCredit Control","An Experienced Recruiter /  Resourcer , who is looking for further Development Opportunities, more control of your desk and earnings.An experienced Recruiter / Resourcer, who wishes for a stake in their future by working exceptionally hard to smash through targets and earn Above Industry Commissions/ Bonuses.",0,1,0,Full-time,,,Staffing and Recruiting,Consulting,0
108,Senior Developer at a Startup Investment Studio ,"GB, LND, London",FP,50000-70000,"Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight.We're investors in very early stage ecommerce companies.  Our team have the experience to enable entrepreneurs to succeed.  We do more than advise and mentor. We help the best entrepreneurs quickly find a great product-market fit with our expertise in customer discovery, coding, design, customer acquisition, testing and analysis as well as offering office space.Companies invested in include: Hailo, Zopa, Wool and the Gang, Thread, Big Health, Stylect, Makers Academy, Blik Book, DriftRock, Top10, SnapTrip, Loyalty Bay and Appear Here","Forward Partners invest in very early stage e-commerce startups and help them to grow.  We have an in-house team of designers, marketers and product managers who work with the founders of these companies and guide them through their growth and development.You might have heard of some of the companies we've helped and invested in already - Hailo, Zopa, Wool and the Gang, Thread, Big Health, Stylect, Makers Academy, #URL_5e07a935c285960c1778838c4eb735aedb124df9b86a50949ced9254889f8446#, DriftRock, Top10, SnapTrip, Loyalty Bay and Appear Here.We're looking for a skilled developer, who can make our entrepreneurs ideas a reality. You'll build prototypes, offer expert guidance and make suggestions for innovations all working in an agile fashion with the company founders and Forward Partners team.  Ideally, you'll comfortable making architectural choices and enjoy getting your hands dirty.  You'll own every stage of coding, testing and deployment. You’ll advise on the appropriate tech stack and agile methodologies suited to the stage of the development.When we work with single founders we are often working completely from scratch, some may only have a landing page, some may already have a thriving e-commerce business, some may have an app that already has thousands of users, both the variety and challenge is endless.You will be deeply involved in all aspects of the startups that you are developing for, understanding their business problems and solving for them with a lean mindset.Additionally, you'll have the chance to develop a thought leadership position in the startup community and we’ll encourage you to build your reputation through blogging, speaking and networking.","About youYou should be expert in one language and an aptitude for learning others.  We don't know what the tech stack of our future investments might be so if you love to learn you'll be great! (At the moment we have Ruby, Ruby on Rails, PHP, Objective C, Clojure, Scala)You have a deep passion for software engineering and craftsman-like coding prowess - eventually a new startup team will be working with your codebase.  You should take pride in your ability to build something they'll love. Ideally you'll have a solid repertoire of front-end skills but we don’t expect you to be a designer (we have one already!) - (e.g. CSS, JQuery, JavaScript, Ajax)You are passionate about open-source and have a keen interest in current and future trendsYou enjoy working in small multi-functional teams at paceWhy are we recruiting for this role?  Our current in-house developers have gone on to be technical co-founders for companies we have funded and they have helped to grow...you might even be next! ",,0,1,0,Full-time,Not Applicable,Unspecified,Venture Capital & Private Equity,Information Technology,0
114,Operations Manager,"GB, WLV, Kingswinford",Operations,45000-60000,"Simworx is acknowledged as one of the world’s leaders in the supply of 4D Effects Cinemas and Motion Simulation Attractions, for the entertainment, education &amp; corporate markets, worldwide. Its skills and capabilities extend from full turnkey solutions, custom attractions, product development, manufacturing &amp; service support, to film content, motion programming &amp; complete themed attractions. Our clients have access to a vast film library, with hugely varied subject content.Backed by Venture Capital and growing at a tremendous rate, we take pride in our company culture, work environment and exiting projects. "," Simworx is a world leader in the design and manufacture of media based dynamic motion simulation attractions and 4D Effects Cinemas for Theme Parks, Museums, Zoos &amp; Aquariums, Family Entertainment Centres, and Visitor Attractions.As a result of continued success and a planned program of strategic growth, we are now seeking to recruit, dynamic and highly self motivated managers for the business.We are looking to hire an operations manager to lead our project, design and service teams, working with our CTO and CEO to lead the delivery of turnkey projects for clients across the world.Reporting to the Chief Technical Officer, you will lead the manufacturing, project operations and service groups within the company, ensuring high quality processes, leadership and delivery to each of our clients. This new role will play a strategic part in the day to day running of the business, focusing on improving our clients’ satisfaction through improved quality and reduced cost."," You need:Experience in  operations management of a design/build and assembly organisation. Experience in managing multiple projects often internationalExperience in managing multiple teamsBe bright, numerate, and computer literate.Be highly motivated and have good time management skills.Have a proven history of achievement and success.Knowledge of change management and continuous improvement tools and techniques.Have excellent interpersonal and communication skills.Commercial and financial awareness, including P&amp;L management.Hold a full UK driving licence.","In return, aside from working within one of the most exciting industries, an excellent remuneration package is available as well as stability, progression and scope to travel to client sites worldwide.",0,1,0,Full-time,Mid-Senior level,,"Leisure, Travel & Tourism",Management,0
116,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,"GB, BIR, Birmingham",,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ",Government funding is only available for 16-18 year olds.Perfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Business Admin. During the first 12 months you will work towards a Level 2 Business Admin NVQ and then you will kept on in a permanent position.You will be working for a recruitment company and the role will involve:-Candidate resourcing-Data inputting-CV searching-Answering the telephoneIdeal candidates will be confident with an excellent phone manner.If you are confident and career motivated please apply now.,16-18 year olds only due to government funding.Full time availability.,Career prospects.,0,1,1,,Not Applicable,High School or equivalent,Human Resources,Human Resources,0
128,Pharmaceutical / Compound Sales Representative- Georgia,"US, GA, ",Sales,,"United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med Force has rapidly become the trusted leader in medical device and pharmaceutical sales distribution. It has successfully partnered with world-class physicians in various markets, providing them with the most advanced products in the industry. Our company prides itself on 3 main principles: Innovative product portfolio, professional product expertise, and unparalleled customer service. Today as a national sales organization, we service leading healthcare providers and institutions. Our success can be mainly attributed to our elite sales professionals. United Med Force has abandoned the age old training method, which is comprised of a quick one week product overview followed by releasing the reps out on the field unprepared. Our unique training approach involves in depth and continuous product and self development tools that equip our sales professionals to become market-share leaders in their respective territories. Our dedication to becoming the top sales organization, passion in our craft, and hunger for providing valuable solutions is why we are one of the fastest growing medical sales companies today. Our goal is to bring highly differentiated sales professionals to every market across the country.","Are you currently a Medical Device/Pharmaceutical Representative?Are you currently a Compound Pharmacy Sales Representative looking to partner with a pharmacy that has the highest approval ratings with insurances, while at the same time earning higher commissions?Do you call on or have existing relationships with Orthopedic, Pain Management, Podiatrist, Neurologist, Rheumatologist, Internal Medicine, General Practitioner, or OBGYN Physicians?If so, our company has a great opportunity for you to maximize your earning potential based on your current relationships. Extremely lucrative opportunity for the reps that are able to influence their network of physicians.We carry a trans-dermal topical cream that is clinically superior to the competition, easy to process for physician's office &amp; provides ""patient-first"" service.Commission based position.","• Successful Medical Device, Pharmaceutical, or Compounding sales experience• Strong existing relationships &amp; network of Physicians• Ability to understand and explain new products• Diligent, personal &amp; time management skills• Ability to work successfully as an independent 1099 representative• Ability to develop new business and expand relationships with existing customers• Consistent written and oral communication skills• Must have a valid driver's license• Must have a mobile phone, a computer and internet access• Must represent company in a highly professional and ethical manner• Ability to use Microsoft Office (Word, PowerPoint, Excel)",• Ancillary product that will compliment your existing call cycle without leaving current position• Top commission rates in the industry• Highest approval rates with insurances in the industry• Unique training program that will maximize your knowledge in shortest amount of time• Live Script Tracker with full transparency that shows real time reimbursement from insurances.• Our top representatives make over $350K/ year,0,1,1,Full-time,Associate,Unspecified,Pharmaceuticals,Sales,0
129,Precision Ag Intern Spring 2015 $2000 Per Month,"US, IA, Harlan or Ames",,,"HTS Ag has been working with producers to prove the profitability of precision technology since 1995. HTS Ag’s goal is to partner with producers to implement the latest technology to improve efficiency, reduce cost, improve yields, increase margins and improve environmental impact. Utilizing the latest technology HTS Ag can create a complete, customized solution for any size farming operation. As a trusted advisor they help customers maximize their return on investment in technology. HTS Ag also emphasizes the importance of processing the vast amount of data available to growers and transforms that data into valuable information they can use to make sound agronomic and business decisions. Check out HTS Ag at #URL_1bf6049239fc129c019b605b46a48b171e63c4151f283380f7fcb7fa1f512d58#.","At HTS Ag, we attribute our success to our remarkable staff.  We promote career growth, ongoing learning and professional development for all of our employees.  We also offer a level of dedication to our employees that is second-to-none.If you’d like a unique interning opportunity with a growing and dynamic precision ag company, then check out: Precision Ag Technician Intern:  Spring 2015 RESPONSIBILITIES:*To perform precision ag installations during the busy season as needed, as well as troubleshoot, and support cabling and receivers used by HTS Ag.  Grain management installation assistance will also be a part of the job function as needed.*Attend trade shows with full time staff and assist in talking to potential customers about solutions we provide.*Focus on company activities of all products and services that HTS Ag markets throughout its entire geographic area that are being sold products in the precision ag focus. ","REQUIRED SKILLS: *Requires a High School Diploma and 2+ years agricultural related experience, with precision farming preferred.*Requires working knowledge of agriculture, as well as strong mechanical and/or electronics background.*Must be able to identify and correct problems through troubleshooting.*Must have the ability to understand the needs of customers through interaction and converting those needs into potential sales opportunities presented to the precision ag team.  This entails an individual demonstrating a goal oriented attitude focused on providing customer service and the skills to back up those desires. *Must be able to do routine math calculations, take measurements, and troubleshoot hardware.*Must be able to work with a variety of personalities both inside and outside of the operation. PREFERRED SKILLS:*Enrollment in a Bachelor’s degree program in Precision Ag from an accredited college or universityPHYSICAL REQUIREMENTS:Carrying a cell phone required. Ability bend, crouch, crawl Ability to lift up to 75 lbs.Ability to climb ladders and work above groundAbility to work in all weather conditionsAbility to use phone and phone headset Ability to type using a keyboard and mouse Ability to speak the English language in a clear and crisp manner.",This position is not benefits eligible.,0,1,1,Temporary,Internship,Some College Coursework Completed,Farming,,0
142,Customer Service Associate ,"US, CA, Palo Alto",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Associate will be based in Palo Alto, CA. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Completing large Print, copy, and scan projectsLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages ","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Experience with legal print, copy, and scan projects1-2 years of receptionist experience preferredExperience working in a law firm environment preferredKeyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Experience running mail posting equipment a plusExcellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
153,Digital Sales Manager - High End Decor,"US, NY, New York",,50-110,"Dering Hall, #URL_5f3201a601e42a814d6d0724e0b94a4cf371abcd4b89ec239e909fe96a4b8521#, is to the online marketplace that features high-end home furnishings from the world’s most renowned brands, artisans, and design galleries. These furnishing brands on Dering Hall pay monthly listing fees to showcase their products on the site.  Our mission is to connect serious potential buyers -- interior designers, architects, their staffs, and sophisticated consumers -- directly to the high-end furnishings brands that list on Dering Hall via online inquiry, phone, showroom visits or by driving traffic to their websites.   Dering Hall also markets the services of top-tier interior designers and architects to sophisticated consumers.","Company Description:Dering Hall, #URL_5f3201a601e42a814d6d0724e0b94a4cf371abcd4b89ec239e909fe96a4b8521#, is to the online marketplace that features high-end home furnishings from the world’s most renowned brands, artisans, and design galleries. These furnishing brands on Dering Hall pay monthly listing fees to showcase their products on the site.  Our mission is to connect serious potential buyers -- namely interior designers, architects, their staffs, and sophisticated consumers -- directly to the high-end furnishings brands that list on Dering Hall via online inquiry, phone, showroom visits or by driving traffic to their websites.   Dering Hall also markets the services of top-tier interior designers and architects to sophistiatced consumers.Position Description: Your main mission is to drive sales of our monthly product listing packages across all categories.  As a second priority, you will also sell our yearly design services listing packages to top-tier interior designers and architects. In addition to being extremely social and inquisitive, you will also need to be very methodical about how you develop, prioritize, and manage a large prospect list over a wide geography.  You will:Sell directly to key accounts.  You will sell directly to furnishing brands and design galleries via in-person meetings, phone calls, and via email.  You will constantly on the lookout for new prospects that are a fit for the high-end, curated shopping experiences that makes Dering Hall a unique tool for our shopping audience of design professionals and sophisticated consumers.  You will need to attend industry events and come out of those events with multiple new leads for business.Recruit a network of over 50 Dering Hall Brand Ambassadors in the eastern US and Europe.  You will need to be extremely social, creative, and nimble in finding the right individuals that are excited to work with Dering Hall within on a commission-based, consultant basis.  Your Brand Ambassadors will receive a commission on each Dering Hall listing package that they secure.   You will identify persons are a good fit to represent Dering Hall in the following sales: print and digital advertising sales, public relations consultants and agencies, market editors, and local established ""connectors"" that are plugged into their local high-end decor scene, and newer design enthusiasts that can evangelize Dering Hall among industry up-and-comers.   A big part of your role is to make all ambassadors feel like they are a part of the Dering Hall extended family even though they are independent consultants located all over the country and the world. Leverage industry partnerships, programs, and promotions developed by the Marketing team to drive sales.  Develop new sales initiatives that target manufacturers within specific categories and within specific city’s and design regions.  Your role is to identify business opportunities and then secure buy-in for product marketing, email marketing, and editorial support from your marketing team counterparts.  Together as a team, you will create programs that entice prospects to sign-up for membership and set them up for success on Dering Hall. Key Success Metrics:Recruit at least 50 Brand Ambassadors within the next 8 monthsCultivate at least 400 product membership sales from Brand Ambassadors within the next 12 months.","Skill Requirements:2-5 years of sales experience.Bachelor’s degree.  MBA welcome.We have a strong preference for individuals who have worked within digital media sales or persons who worked at a high-end home furnishing manufacturer.In-depth knowledge of the leading high-end home furnishing brands, design galleries, and artisans.   You have an eye for products of the highest quality.Go-getter, self-starter, extroverted. Ideally, you have contacts at top home furnishing brands, and product PR consultants.You will need to value and enjoy collaborating with the Marketing and Customer experience teams; respecting and embracing a diverse set of viewpoints and expertise is key to our success as a start-up!You can talk in the language of high-end design in terms of materials, styles, and categories.Are able to identify and are familiar with the top interior designers and architects in world.Detailed oriented and meticulous.  You will be managing lists of hundreds – if not thousands-- of prospects and need to track of each of your own and your Brand Ambassadors' progress against them.You embrace digital marketing and web-based editorial and native advertising as the new way of driving brand awareness and customers for high-end decor brands. You recognize that product placements and ads within print magazines are no longer sufficient alone drive product brand awareness and purchase.  You believe in the digital approach that is grounded in traffic generation and real, 1-1 lead generation.Enthusiasm for working in a fast-paced, collaborative startup environment.Capacity to remain optimistic and seize on opportunities for growth and change even in the face of ambiguity that comes with working at a start-up. ",Health planParticipation in the company's Stock Option Award plan,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Luxury Goods & Jewelry,Sales,0
155,Production Operator $16.50/hr,"US, MA, Haverhill",,0-34300,,"Position SummaryOperates chemical process systems and ancillary equipment. Performs all tasks in a safe manner and following plant safety policies and procedures. Key Areas of ResponsibilityOperates chemical processing and related equipment following work instructions (WI), distributed control system (DCS) and Product Quality Control Plans (PQCP).Adjusts controls to regulate variables as per instructions. Performs set up procedures to prepare systems for operation.Monitors and troubleshoots the process to maintain required operating conditions. Conducts in process Quality Control testing.Performs minor maintenance on process and support equipment.Depending on organization and location, may use business management system to enter work orders and requisitions.Depending on location, may transfer and move materials in heavy containers. Assists in packaging product for shipment and in loading/unloading product or raw materials.Participates in scheduled safety meetings and completes safety training requirements.Performs other duties as assigned. Keeps work area safe and clean. Education/ExperienceHigh School diploma or equivalent.Prior manufacturing experience, preferably in the chemical industry.Operator, Production.  ","Required Skills  Manual dexterity, accuracy and attention to details. General mechanical aptitude.High level of safety awareness and attention to details.Written, verbal communication and active listening skills. Capacity to cross-train with other operating units. Ability to work collaboratively with others in a team-based environment.Organizational and record keeping skills. Familiarity with computers as a user.Flexibility in performing changing assignments and work schedules.Ability to lift heavy containers and use material handling equipment. ",,0,0,0,Contract,,High School or equivalent,Machinery,Production,0
156,Customer Service Professional - Property Management Industry Exp.,"US, NJ, Piscataway",,35000-40000,,"Since its founding in 1992, Edgewood Properties has established itself as a leading real estate development and property management company. With corporate headquarters in New Jersey, the company is on a course of growth leading to activities across the nation.  Edgewood Properties is current interviewing for a property management customer service professional with previous customer service experience; professional appearance and demeanor; and MicroSoft Office computer skills.   If selected, you will be conducting resident outreach for the purposes of customer satisfaction inquiry, tracking and reporting.  Our goal at Edgewood is to offer the highest level of customer service to all our apartment community leasees and to encourage them to share their experiences as our residents with others both on-line (Social Media and #URL_5d2e512c6eaa83e61e767d4b2a242a7d75efaa62901c47da5f832dd83c0e69d0#) and off-line.  Accurate tracking and recording of interractions with those living at all of our properties is critical and essential to the continuous and ongoing improvement of our company and the continued satisfaction of all our community residents.During a typical day in this position may include the following sampling of activities: *Contacting residents within one week of move in and complete a new move-in questionnaire*Contacting residents within one week of a move-out and to help them complete a post move-out questionnaire*Contacting residents upon receipt of a “Notice To Vacate”*Manage the Corporate Customer Service Hotline and Corporate Customer Service Email Address once “Edgewood Cares” Program goes live*Monitor follow-up on all email leads sent to each community's email addresses*Following up with residents upon close-out of a service request*Interacting with residents via phone, email, and in-person at our property*Assisting with Grand Openings and new community lease ups, if needed*Following up with pleased residents and encouraging them to share their experience with the online community  (#URL_5d2e512c6eaa83e61e767d4b2a242a7d75efaa62901c47da5f832dd83c0e69d0#)*Following up on all NTV to find out the true reason for their decision to vacate*Upkeeping a spreadsheet for documentation and tracking purposes to include:Open issuesDate site informed (and to whom)Date issue resolvedDate resident was followed up withComments*Updating activity in RealPage to reflect correspondence and/or conversation with residents.*Following up with Prospects after 7 days to inquire about Leasing Visit/Tour experience","Min. two to three years previous customer service exp.  Real Estate/Property Management exp. preferred.Excellent oral and written communication skills.Professional presentation and demeanor.Must be highly organized and a multi-tasker, always upbeat and with a smile.Proficient at MS Word and Excel.  Exp with RealPage a huge plus. EDUCATION: High school graduate, some college; or equivalent related business experience.   In return, we offer competitive compensation, along with comprehensive benefits, including medical and dental and vision benefits, life insurance, a 401(k) with company match and a corporate team environment.  For immediate consideration, please apply online or email your resume with salary requirements directly to #EMAIL_27bc85220cdc3c9d981bbddf5679093178f402a4d222c7c7650724efbea25f2b# All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status.","Health: Medical, Dental, Vision,  Other: Life, Long Term Disability, 401K (company match), Earned holidays &amp; sick days. Discounts on homes, apartments and appliances.",0,0,0,Full-time,Associate,High School or equivalent,Real Estate,Customer Service,0
161,Field Services Supervisor,"US, WI, Western Wisconsin ",Field Operations,44000-57000,"Dairy, food and beverage processors work within one of the most complex, competitive and precision-driven industries.  They need a partner they can rely on to address their operational issues.  W.M. Sprinkman has been providing system design, engineering and installation as well as stainless steel manufacturing, maintenance and servicing of equipment for over 80 years.  The secret (foundation/ core) of our longevity is our incredibly talented and dedicated staff from sales to service, concepts to installation.  ","W.M. Sprinkman designs, builds and installs stainless steel processing systems for the dairy, food and beverages industry.  We're a rapidly growing organization with TANKS of opportunity for enthusiastic, team-oriented people with a passion for delighting our customers.  We're looking for a Field Services Coordinator who will be responsible for all aspects of field service including scoping, scheduling and staffing assignments, procurement and follow-up. ESSENTIAL DUTIES AND RESPONSIBILITIES include the following:Job definition/ScopeWorks with customers to understand scope of field service projects.When necessary, participates in kick-off meeting with customer and assumes the role of on-site manager for installations.When necessary, prepares and delivers estimates to customers for field service.Tracks and documents change orders to ensure proper billing at project completion.Manages procurement process and ensures material is ordered and sent to job sites on time.  Receives inbound requests for additional material from field and determines proper course of action with purchasing.On occasion acts as sales lead for field service work to develop business. Service delivery managementResponsible for direction and management of on-site field service crews.Works with field service crews to ensure all aspects of job are complete.Works with Shop Foreman for scheduling of resources at job sites.OperationsEnsures all safety requirements are met.Ensures all DOT requirements are adhered to.Ensures Sprinkman quality standards are upheld within field service organization.Develops written reporting procedures for all field service work performed.Ensures accurate records of all field service calls are maintained.Reviews all customer billings to ensure accuracy.Maintains organization of and maintenance of field service vehicles and equipment.Tracks and maintains records of warranty work.","5-7 years of experience in fabrication and/or field service, preferably in the food and beverage industry with 3-5 years of supervisory experience or an equivalent combination of skills and experience.Proven ability to work in a cross-functional team environment. ","We provide a solid benefits package with health, dental, vision, 401(k) and long and short-term disability, plus a company-wide profit sharing program. ",0,0,0,Full-time,Associate,High School or equivalent,Mechanical or Industrial Engineering,Manufacturing,0
163,Account Manager (Fashion),"AU, NSW, Sydney",,,"EVH is a fashion, lifestyle, design and luxury communications, digital, events and sales agency.  With integrity and intelligence, we work as an extension of our clients to build and secure their presence in the marketplace.Based in Sydney but with an international reach, EVH is known for positioning, pioneering and protecting brands through a considered, strategic approach to sales and communications process. As brand guardians, we work closely alongside our diverse range of clients to create specialised campaigns that meet their individual short and long term brand and business goals.Our deep understanding and influence in the Australian market within the context of the global industry sets us apart from other communications businesses. This intrinsic knowledge combined with years of experience has cemented us as the go-to agency for both emerging and larger global brands. Our clients are selected for their integrity and attributes in innovation, design and business.The EVH network is unrivalled and extends beyond fashion, hospitality and the retail environment into the worlds of design, culture, art and entertainment. We offer an in-house specialist and personable approach to each client with whom we engage.","Australia’s fastest growing Fashion, Luxury and Lifestyle agency is seeking an experienced Fashion PR Account Manager to manage key accounts.  EVH is an integrated PR, content marketing and digital agency helping premium brands reach their audiences and customer across multi-platforms. Our clients include Alex Perry, Calvin Klein, Coach, Ellery, Farfetch, Furla, Gilt, Max Mara, Shopbop, Sneakerboy and Topshop.The PR Account Manager will be highly motivated and proactive. The ideal candidate will have a proven track record with relevant case studies, sound knowledge and contacts across all media channels and an ability to multi-task to thrive in our fast paced environment. Experience with luxury brands and global online retailers will be highly regarded. The successful applicant will be expected to produce consistent results and possess account management skills including planning, strategic thinking, reporting, analysis, media relations and client management.Key ResponsibilitiesDevelop client strategy and campaigns with cut through which help clients achieve their business goalsImplement integrated PR and digital strategies and programs Client development and relationship managementEvent managementAbility to meet client KPIs/desired results whilst staying in scope","Excellent writing, communication and presentation skillsStrong knowledge of and depth of contacts across all media channelsDemonstrated ability working with relevant clientele Proven experience in managing a junior team effectivelyA minimum of 3-5 years’ agency PR experience",,0,1,0,Full-time,Mid-Senior level,,Public Relations and Communications,Public Relations,0
167,Exports Area Manager,"GR, I, Athens",Sales,,,•    Map and evaluate business opportunities in target markets in Europe &amp; other countries.•    Explore and contact potential customers and build client network for the respective region.•    Execute account management plans through sales report analysis and by building strong relationship with the client•    Analyze all customer requirements to prepare appropriate sales strategies.•    Develop and maintain professional relationships with all clients and supervise achievement of all sales targets for all assign areas.•    Competition analysis•    Preparation and Participation in winery exhibitions abroad,"•    BSc in Business Administration / Management/ Finance •    MSc in Management/Marketing/MBA would be considered a plus •    4- 5 years experience in a relevant key account or exports role, working preferably in winery industry•    Excellent knowledge of English language•    Knowledge of a second foreign language, preferably German, would be considered a plusSkills required:•    Excellent communication skills •    Ability to build trust over distance •    Strong numerical and analytical ability •    Problem Solving skills•    Innovative spirit eager to introduce new approaches •    Customer centric•    Extensive travelling is required, 40% of time ",,0,0,0,Full-time,Mid-Senior level,Master's Degree,Consumer Goods,Sales,0
